#src_id	dest_id	edge_type	number_common_taxa	percent_common_taxa
0	4	3	23	0
0	6	3	18	0
0	8	3	14	0
0	12	3	13	0
0	13	3	8	0
0	15	3	7	0
0	18	3	7	0
0	19	3	3	0
0	21	3	5	0
0	61	3	22	0
0	63	3	6	0
0	65	3	5	0
0	67	3	17	0
0	68	3	14	0
0	70	3	8	0
0	75	3	11	0
0	77	3	5	0
0	79	3	14	0
0	81	3	12	0
0	85	3	11	0
0	87	3	4	0
0	90	3	22	0
1	9	3	3	0
1	10	3	7	0
1	12	3	3	0
1	15	3	2	0
1	18	3	2	0
1	19	3	2	0
1	21	3	2	0
1	28	3	3	0
1	33	3	9	0
1	37	3	3	0
1	38	3	7	0
1	48	3	3	0
1	49	3	7	0
1	52	3	3	0
1	53	3	2	0
1	54	3	1	0
1	57	3	3	0
1	58	3	7	0
1	86	3	3	0
1	88	3	4	0
1	89	3	7	0
1	90	3	3	0
1	92	3	9	0
1	93	3	3	0
1	96	3	2	0
1	104	3	5	0
1	111	3	1	0
1	112	3	1	0
1	113	3	2	0
1	122	3	1	0
1	123	3	4	0
1	124	3	6	0
1	126	3	4	0
1	127	3	4	0
1	131	3	3	0
1	132	3	3	0
1	140	3	2	0
2	3	3	2	0
2	18	3	1	0
2	19	3	1	0
2	21	3	1	0
2	33	3	4	0
2	41	3	3	0
2	88	3	3	0
2	92	3	4	0
2	94	3	2	0
2	97	3	4	0
2	111	3	1	0
2	112	3	1	0
2	131	3	2	0
2	132	3	2	0
2	135	3	2	0
2	138	3	2	0
2	140	3	1	0
3	9	3	3	0
3	10	3	4	0
3	12	3	3	0
3	15	3	2	0
3	18	3	1	0
3	19	3	1	0
3	21	3	1	0
3	28	3	3	0
3	29	3	4	0
3	37	3	3	0
3	38	3	4	0
3	41	3	4	0
3	48	3	3	0
3	49	3	4	0
3	51	3	4	0
3	52	3	3	0
3	53	3	2	0
3	54	3	1	0
3	57	3	3	0
3	58	3	4	0
3	59	3	4	0
3	60	3	2	0
3	86	3	3	0
3	88	3	3	0
3	89	3	4	0
3	90	3	3	0
3	93	3	3	0
3	94	3	2	0
3	96	3	2	0
3	97	3	4	0
3	98	3	2	0
3	104	3	2	0
3	110	3	1	0
3	112	3	1	0
3	113	3	2	0
3	120	3	2	0
3	122	3	1	0
3	123	3	4	0
3	124	3	3	0
3	126	3	4	0
3	127	3	4	0
3	131	3	1	0
3	132	3	1	0
3	135	3	1	0
3	138	3	1	0
3	140	3	1	0
4	6	3	15	0
4	8	3	11	0
4	9	3	6	0
4	11	3	1	0
4	12	3	13	0
4	13	3	9	0
4	15	3	8	0
4	17	3	22	0
4	18	3	8	0
4	20	3	2	0
4	23	3	15	0
4	24	3	4	0
4	26	3	4	0
4	28	3	16	0
4	30	3	20	0
4	31	3	2	0
4	32	3	8	0
4	35	3	13	0
4	37	3	12	0
4	38	3	8	0
4	43	3	8	0
4	46	3	7	0
4	52	3	9	0
4	53	3	7	0
4	57	3	6	0
4	61	3	11	0
4	62	3	8	0
4	63	3	4	0
4	64	3	4	0
4	65	3	6	0
4	66	3	4	0
4	67	3	7	0
4	68	3	4	0
4	70	3	4	0
4	72	3	1	0
4	75	3	3	0
4	76	3	2	0
4	77	3	3	0
4	80	3	1	0
4	81	3	5	0
4	84	3	1	0
4	85	3	8	0
4	87	3	5	0
4	89	3	11	0
4	90	3	18	0
4	99	3	4	0
4	100	3	2	0
4	101	3	2	0
4	102	3	2	0
4	104	3	12	0
4	107	3	5	0
4	111	3	4	0
4	121	3	3	0
4	123	3	12	0
4	124	3	9	0
4	125	3	5	0
4	130	3	1	0
5	6	3	1	0
5	7	3	3	0
5	11	3	1	0
5	12	3	1	0
5	13	3	1	0
5	15	3	1	0
5	18	3	1	0
5	20	3	1	0
5	23	3	3	0
5	24	3	3	0
5	26	3	1	0
5	31	3	3	0
5	61	3	3	0
5	62	3	3	0
5	63	3	3	0
5	66	3	3	0
5	70	3	2	0
5	71	3	2	0
5	72	3	2	0
5	74	3	2	0
5	77	3	2	0
5	80	3	1	0
5	90	3	2	0
5	91	3	2	0
5	111	3	1	0
5	121	3	2	0
6	8	3	12	0
6	9	3	3	0
6	10	3	1	0
6	11	3	1	0
6	12	3	11	0
6	13	3	9	0
6	15	3	6	0
6	17	3	14	0
6	18	3	6	0
6	19	3	2	0
6	20	3	2	0
6	21	3	5	0
6	23	3	6	0
6	24	3	5	0
6	25	3	1	0
6	26	3	5	0
6	27	3	1	0
6	28	3	18	0
6	30	3	13	0
6	31	3	4	0
6	32	3	11	0
6	33	3	2	0
6	35	3	18	0
6	37	3	10	0
6	38	3	2	0
6	43	3	13	0
6	44	3	3	0
6	46	3	11	0
6	47	3	4	0
6	48	3	3	0
6	49	3	1	0
6	52	3	7	0
6	53	3	6	0
6	54	3	1	0
6	57	3	4	0
6	58	3	1	0
6	61	3	16	0
6	62	3	12	0
6	63	3	5	0
6	64	3	4	0
6	66	3	7	0
6	67	3	9	0
6	68	3	6	0
6	70	3	6	0
6	72	3	1	0
6	75	3	4	0
6	76	3	3	0
6	77	3	4	0
6	79	3	6	0
6	80	3	1	0
6	81	3	7	0
6	84	3	1	0
6	85	3	10	0
6	86	3	1	0
6	87	3	5	0
6	88	3	3	0
6	89	3	5	0
6	90	3	19	0
6	92	3	3	0
6	93	3	3	0
6	96	3	3	0
6	99	3	6	0
6	100	3	2	0
6	102	3	4	0
6	104	3	9	0
6	107	3	7	0
6	111	3	4	0
6	112	3	4	0
6	113	3	3	0
6	121	3	6	0
6	122	3	1	0
6	123	3	8	0
6	124	3	6	0
6	125	3	5	0
6	126	3	3	0
6	127	3	2	0
6	130	3	2	0
6	131	3	2	0
6	132	3	3	0
6	140	3	1	0
7	8	3	3	0
7	9	3	1	0
7	11	3	1	0
7	12	3	1	0
7	13	3	1	0
7	15	3	1	0
7	18	3	1	0
7	20	3	1	0
7	26	3	1	0
7	30	3	1	0
7	31	3	2	0
7	32	3	1	0
7	37	3	1	0
7	61	3	3	0
7	62	3	3	0
7	63	3	3	0
7	66	3	3	0
7	70	3	1	0
7	71	3	3	0
7	72	3	3	0
7	74	3	3	0
7	77	3	1	0
7	80	3	1	0
7	81	3	3	0
7	83	3	1	0
7	85	3	1	0
7	90	3	1	0
7	91	3	3	0
7	99	3	1	0
7	100	3	1	0
7	102	3	1	0
7	107	3	3	0
7	108	3	1	0
7	111	3	1	0
7	118	3	1	0
7	121	3	1	0
8	11	3	1	0
8	12	3	9	0
8	13	3	8	0
8	15	3	5	0
8	17	3	13	0
8	18	3	6	0
8	19	3	2	0
8	20	3	2	0
8	21	3	4	0
8	23	3	5	0
8	24	3	5	0
8	26	3	3	0
8	28	3	14	0
8	30	3	6	0
8	31	3	5	0
8	32	3	5	0
8	33	3	1	0
8	35	3	14	0
8	37	3	6	0
8	43	3	11	0
8	46	3	9	0
8	47	3	2	0
8	48	3	2	0
8	52	3	4	0
8	53	3	3	0
8	54	3	1	0
8	57	3	2	0
8	61	3	13	0
8	62	3	11	0
8	63	3	7	0
8	64	3	4	0
8	65	3	5	0
8	66	3	7	0
8	67	3	11	0
8	68	3	8	0
8	70	3	6	0
8	71	3	2	0
8	72	3	3	0
8	74	3	2	0
8	75	3	7	0
8	76	3	2	0
8	77	3	4	0
8	79	3	4	0
8	80	3	1	0
8	81	3	10	0
8	84	3	1	0
8	85	3	8	0
8	87	3	4	0
8	88	3	1	0
8	89	3	2	0
8	90	3	13	0
8	91	3	2	0
8	92	3	1	0
8	93	3	1	0
8	96	3	1	0
8	99	3	4	0
8	100	3	2	0
8	101	3	2	0
8	102	3	1	0
8	103	3	1	0
8	104	3	10	0
8	107	3	9	0
8	111	3	3	0
8	112	3	3	0
8	113	3	1	0
8	114	3	1	0
8	121	3	5	0
8	123	3	7	0
8	124	3	6	0
8	125	3	5	0
8	126	3	2	0
8	127	3	1	0
8	129	3	3	0
8	130	3	4	0
8	131	3	1	0
8	132	3	1	0
8	134	3	1	0
8	137	3	1	0
9	11	3	1	0
9	12	3	5	0
9	13	3	2	0
9	15	3	4	0
9	18	3	2	0
9	19	3	1	0
9	20	3	1	0
9	21	3	2	0
9	23	3	6	0
9	24	3	3	0
9	25	3	3	0
9	26	3	2	0
9	27	3	3	0
9	32	3	3	0
9	33	3	4	0
9	35	3	4	0
9	37	3	6	0
9	38	3	1	0
9	43	3	2	0
9	44	3	5	0
9	46	3	3	0
9	47	3	4	0
9	48	3	4	0
9	52	3	4	0
9	53	3	3	0
9	54	3	1	0
9	57	3	3	0
9	61	3	3	0
9	62	3	2	0
9	63	3	1	0
9	64	3	1	0
9	65	3	1	0
9	66	3	1	0
9	67	3	2	0
9	68	3	2	0
9	70	3	1	0
9	71	3	1	0
9	72	3	1	0
9	74	3	1	0
9	75	3	2	0
9	77	3	1	0
9	79	3	4	0
9	80	3	1	0
9	83	3	1	0
9	85	3	2	0
9	86	3	3	0
9	87	3	1	0
9	88	3	3	0
9	89	3	3	0
9	90	3	6	0
9	91	3	1	0
9	92	3	4	0
9	93	3	4	0
9	96	3	3	0
9	99	3	1	0
9	100	3	1	0
9	102	3	2	0
9	103	3	1	0
9	104	3	3	0
9	107	3	1	0
9	108	3	1	0
9	111	3	1	0
9	112	3	1	0
9	113	3	3	0
9	114	3	1	0
9	118	3	1	0
9	121	3	1	0
9	122	3	1	0
9	123	3	3	0
9	124	3	3	0
9	125	3	1	0
9	126	3	2	0
9	127	3	2	0
9	129	3	1	0
9	130	3	2	0
9	131	3	1	0
9	132	3	2	0
9	134	3	1	0
9	137	3	1	0
9	140	3	1	0
10	18	3	1	0
10	19	3	1	0
10	21	3	1	0
10	28	3	1	0
10	32	3	1	0
10	33	3	6	0
10	35	3	1	0
10	37	3	1	0
10	38	3	7	0
10	52	3	1	0
10	53	3	1	0
10	57	3	1	0
10	86	3	1	0
10	88	3	3	0
10	89	3	6	0
10	90	3	1	0
10	92	3	7	0
10	93	3	1	0
10	96	3	1	0
10	104	3	5	0
10	111	3	1	0
10	112	3	1	0
10	113	3	1	0
10	122	3	1	0
10	123	3	3	0
10	124	3	5	0
10	126	3	3	0
10	127	3	3	0
10	131	3	3	0
10	132	3	3	0
10	140	3	2	0
11	12	3	1	0
11	13	3	1	0
11	18	3	1	0
11	20	3	1	0
11	30	3	1	0
11	31	3	1	0
11	32	3	1	0
11	38	3	1	0
11	61	3	1	0
11	62	3	1	0
11	64	3	1	0
11	65	3	1	0
11	67	3	1	0
11	68	3	1	0
11	71	3	1	0
11	72	3	1	0
11	74	3	1	0
11	75	3	1	0
11	81	3	1	0
11	85	3	1	0
11	87	3	1	0
11	90	3	1	0
11	91	3	1	0
11	102	3	1	0
11	117	3	1	0
11	121	3	1	0
